text_cleaned,Product
There is a collection listed on my credit file through a company I do not recall owing an amount stated I do I would also like to request some validation as the old account I recall having with XXXX was many many years ago and was paid ,Debt collection
I was laid off from my job in XXXX of 2016 I spoke to Capital One about my layoff to seek a hardship assistance program in XXXX of 2016 after unemployment ran out and I no longer had any money to make regular payments Capital One told me that Unemployment is not a hardship and that I was not eligible for any payment reduction or hardship program the also told me I could n t make a payment for less than the minimum amount they said was due It did n t occur to me until now to file this complaint until I remembered that this agency even exists ,Credit card or prepaid card
I closed my account due to stolen card They told me it was denied me because i make withdrawals at this location It is the only location near my home They also stated yhat the withdrawal amount was XXXX at a time where there is a listed withdrawel of XXXX and another for XXXX This is not acceptable They alsi saisXXXX did not change my pin on ti e hkw could i when i did not know till my money was gone,Credit card or prepaid card
I moved into my home in XX XX XXXX in XX XX XXXX I felt behind on my mortgage 3 months my mortgage company offer me loan modification I except the loan modification thinking that they were going to put the 3 months that I was behind in at the end of the loan only to find out that they wiped out the entire 12 years of payments that I had previous from XX XX XXXX through XX XX XXXX and started the loan over for 30 years Which mean instead of me being through with my loan and owning my home in 13 years it will now be 25 years at the age that I am now and because of this I will probably never live to be able to retire and will never live to own my home Which mean that they would get 42 years in payments and probably still end up with them owning the house I work all my life and will not have my home That s un fair this company took advantage of me when I needed help and nowhere to turn to In reality I paid them XXXX dollars for being behind on my mortgage 3 months which was about 3 000 dollars XXXX XXXX,Mortgage
I continue to seek an equitable solution from my lender BNY Mellon to resume making mortgage payments The California Homeowner Bill of Rights states that a homeowner has the right to know who their lender is and be able to make contact The recorded message at XXXX XXXX XXXX states Hello if you are calling because the owner of your loan please listen to the following message The servicer of your loan is required to provide you with this telephone number under new regulations The servicer of your loan was given the authority by the owner of the loan to make all declsions concerning the terms of your loan The servicer is the only party who can make these decisions including whether to modify your loan and you should contact them if you have no done so already If you are in contact with your servicer please continue to seek guidance from them The servicer of my loan XXXXXXXX XXXX XXXXXXXX continues to say that BNY Mellon makes all the decisions In XXXX s literature under the title of Need Mortgage Help it states Our mission is simple We ll do everything we can do to keep you in your home Our philosophy is let s work together to find the right solution that works for you Among the loss mitigation options are 1 an interest only loan with a balloon 2 missed payments and penalties put on the back end 3 forbearance 4 loan modification among other options A recent conversation I had with them revealed that they do not offer any of these options except for a modification or short sale The modification available reduces the payments by a few XXXX dollars Given this I retained the services of XXXX XXXX partner at XXXX XXXX to assist me in communicating with the owner of the loan I will refer back to XXXX A previous CFPB complaint I filed revealed this the servicer informed you that the investor of the loan is The XXXX XXXX XXXX XXXX XXXX as Trustee on behalf of XXXX XXXX XXXX XXXX Alternative Loan XXXX Please note that the XXXX XXXX XXXX XXXX XXXX is the trustee an independent party responsible for administering the trust for the benefit of investors The trustee is the owner of the mortgage solely for the benefit of the investors who are the true beneficial owners of the mortgage The BNY has never responded to XXXX XXXX or to me XXXX did respond to XXXX XXXX s letter by stating that in effect the guidelines for my loan or modification thereof are the guidelines set forth by the Consumer Finance Protection Bureau CFPB does not determine payment programs ,Mortgage
On XXXX XXXX XXXX I applied for an auto loan with Wells Fargo Knowing how bad their reputation has been in the past for lying to consumers and giving false information I decided to give them a try anyway Yesterday XXXX XXXX I received a letter with the date XXXX XXXX XXXX that CLEARLY states that I was APPROVED in BOLD CAPITAL LETTERS and my loan was still open It also states Wells Fargo would be happy to service my needs when I decided to move forward with the process I called in the first rep XXXX extremely rude advised that although he saw my application it was still under review I asked why did I receive a letter in which he replied oh it must ve been a mistake with my name and address that just so happened to come right when I applied Ok The next day I called to speak with another rep who then informed me I was declined I advised him of my letter that clearly states I was approved and he replied it was a marketing tactic So Wells Fargo is yet again LYING to gain clientele having people run their credit multiple times calling in several times sending out FALSE AND PREDATORY information yet again Wow Have n t you guys learned your lesson yet ,Vehicle loan or lease
Spoke to XXXX forwarded documentation supporting my claim of this account being fraudulent It was agreed to be removed but still showing on chexsystems I have also today X XX 17 contacted my lawyer who will be sending out intent to sue letter I have had my rights violated under the fcra Asking that this account be removed from the chexsystems file immediately ,"Credit reporting, repair, or other"
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Vs Chase Bank In XXXX of XXXX I completed an application for assistance through the XXXX XXXX XXXX XXXX program It was completed and approved on or around XXXX XXXX XXXX and on XXXX XXXX I received the following information from my Indiana Program Coordinator Foreclosure Prevention Counselor XXXX XXXX XXXX administration confirmed that the first XXXX payment went out to Chase on your behalf on XXXX XXXX XXXX and in the amount of 6700 00 This was the Reinstatement payment on your mortgage It included all past due payments late fees escrow shortages etc as well as your XXXX monthly mortgage payment These figures were confirmed between Chase and the XXXX XXXX XXXX XXXX program administration as well as your account number for payment transfer purposes I also received an email message from Chase as follows below Original Message From Chase XXXX XXXX XXXXXXXXXXXX XXXX Sent Wednesday XXXX XXXX XXXX XXXX AM To XXXXXXXXXXXX Subject Your Home Equity Payment Alert From Chase This is an Alert to help manage your account ending in XXXX We have not received your payment of XXXX USD 180 00 For details or to make a payment log on to XXXX I contacted the Indiana Program Coordinator Foreclosure Prevention Counselor XXXX XXXX to inform him of this new development The additional amount was paid to Chase on XXXX XXXX XXXX According to the statement from the XXXX administration the initial payment was for 6700 00 This was the Reinstatement payment on my mortgage It included all past due payments late fees escrow shortages etc as well as my XXXX monthly mortgage payment I have attached a copy of my payment history It indicates that on XXXX XXXX XXXX a total payment was received of 5800 00 A distribution was made and 2800 00 was applied to my principal 1500 00 was applied to Interest and 950 00 was applied to my escrow account According to the payment history the total amount distributed was 5300 00 a difference of 490 00 however the total amount they had received was 6700 00 None of these numbers were jiving So I contacted them and they sent me a payment history with no explanation After this the payments were paid each month for several months with no complications however the payments being made by the XXXX XXXX XXXX XXXX program were not always applied as the statement from Chase Bank advised it was to be applied Because of their repeated inconsistencies of applying the payment properly I have requested an internal audit of my account on several occasions to no avail All they would ever do is to send me a copy of my payment history In XXXX XXXX the last scheduled payment was paid by the XXXX XXXX XXXX XXXX program and in XXXX XXXX I started making the payments again It has been a nightmare with the payments being applied incorrectly every month since I started making the payment on my own I have asked that this be rectified and my account be brought up to date however it only seems to get worse On XXXX XXXX I made my monthly payment and once again it was applied incorrectly I contacted them and was told that they would fix the mistake however instead of fixing the mistake they made it worse They indicated that I had not even made my XXXX payment and I owed an additional amount on top of my regular payment I recently received a late payment notices in the mail even though I am not behind on my payments I have continued to make timely payments however today I received a response from them saying that I am still behind on my monthly payment I am attaching a copy of the funding schedule from the XXXX XXXX XXXX XXXX program along with a payment history from Chase Bank If you look closely at the statements you will see several inconsistencies If requested I can supply the statements I received from Chase Bank during this period showing the difference between the way payments were supposed to be applied versus the way they actually were applied according to my payment history Thanks XXXX XXXX XXXX,Mortgage
XX XX XXXX after reviewing my credit report I noticed that there are several inquires that do n t belong to me XX XX XXXX I called Transunion asked to speak with a US representative and requested that they remove several of the incorrect inquiries Several different reps as I called various times advised me to contact the credit company itself to have the inquiry removed since they stated they could not do it I spoke with a rep from XXXX XXXX at XXXX and she advised me to contact XXXX XXXX XXXX directly at XXXX the rep there advised me that they have no record of me applying for credit and that I need to contact Transunion with this information I called Transunion to advise of the XXXX findings and they still refuse to remove the inquiry from XX XX XXXX there is one that they sent to XXXX XX XX XXXX because its over 6 months old The Transunion rep stated that I should contact CFPB and issue complaint against XXXX but my issue is with Transunion not removing the inquiry from their report ,"Credit reporting, repair, or other"
Today sb investigations contacted my boyfriends parents being very demanding and rude Then also when I called and asked them to cease and desist they stated that they will keep contacting me and my family regardless of what I do Then they did n t state the mini Miranda also XXXX which is an investigator posed as the owner of the company,Debt collection
On XXXX XXXX XXXX XXXX card closed the credit card I had The card is XXXX XXXX XXXX XXXX The reason they said was because I tried to make a payment from an unauthorized account The payment was returned and I have made payments from the correct account before and after this incident The returned payment was made on XXXX XXXX XXXX in the amount of XXXX The account unauthorized was an account in my name at the Federal Reserve in XXXX account XXXX I was told I could use these funds as they were in my name but I was misguided and and made a mistake What account I tied to use should not be relevant to the credit card company That is between me and the account holder where I tried to make the payment from I have pleaded with them to not close this account I apologized for the mistake I feel I am being treated unfairly because of this mistake I made This is a case of disparate treatment They do not close the accounts of other card holders for making the same mistake I have been singled out and treated less favorably as a result of the mistaken unauthorized payment My civil rights Title VII of the US Civil Rights Act protects me and they need to treat me the same way they treat any consumer that makes a mistaken payment Barclay s has said they are closing all accounts who tried to make payments from the Fed But they have admitted that they do not close accounts for other card holders who make mistaken payments from unauthorized accounts other than the Fed Not fair treatment A mistake is a mistake There was no harm done as I paid a XXXX returned payment fee What is so special about my behavior and error in payment that gives them the right to close the account while I was on vacation when other consumers have made a similar error and not had their account closed Barclays card customer service is XXXX Thank you XXXX XXXX,Credit card or prepaid card
Every month with today XXXX XXXX 17 XXXX EST being the latest call I received an aggressive message stating im leaving no choice but to file suit garnish wages notify employer of debt time is running out to resolve the issue its in my best interest to contact them they have my social and its my last chance ,Debt collection
I have tried a number of times to resolve this issue with the creditor Navient to no avail They are reporting 6 late payments on each one of my 3 loans out of their office from the months ofXX XX XXXX XX XX XXXX causing me to have 18 late payments reporting on my credit report despite any proof that I was in the repayment phase of my loan According to official records obtained from the XXXX XXXX XXXX XXXX XXXX there is nothing to show that I was in the repayment phase for the period of time reporting late On the contrary the XXXX documents show that I entered repayment XX XX XXXX and forbearance the very next month XX XX XXXX where my account status remained until XX XX XXXX when my account went into repayment status again This information is verified and supported by my account activity pulled from Navient s website which i have attached to this complaint Under Fair Credit Reporting Act Section 623 Navient has a responsibility to furnish accurate information investigate claims of inaccuracies and update information determined to be inaccurate I have included an excerpt of the section of the FCRA that has been violated by the inaccuracies being reported by Navient Responsibilities of furnishers of information to consumer reporting agencies 15 U S C 1681s 2 a Duty of Furnishers of Information to Provide Accurate Information 1 Prohibition A Reporting information with actual knowledge of errors A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate B Reporting information after notice and confirmation of errors A person shall not furnish information relating to a consumer to any consumer reporting agency if i the person has been notified by the consumer at the ad dress specified by the person for such notices that specific information is inaccurate and ii the information is in fact inaccurate the consumer that would cause a reasonable person to have substantial doubts about the accuracy of the information 2 Duty to correct and update information A person who A regularly and in the ordinary course of business furnishes infor mation to one or more consumer reporting agencies about the persons transactions or experiences with any consumer and B has furnished to a consumer reporting agency information that the person determines is not complete or accurate shall promptly notify the consumer reporting agency of that determi nation and provide to the agency any corrections to that infor mation or any additional information that is necessary to make the information provided by the person to the agency complete and accurate and shall not thereafter furnish to the agency any of the information that remains not complete or accurate ,"Credit reporting, repair, or other"
The credit reporting agency has delete a positive account from my credit report without authorization the account is XXXX XXXX and its account number is XXXX I did not want company to do an investigation on this account did not have my permission,"Credit reporting, repair, or other"
I recently contacted Sallie Mae and I was told my account is up to date I do admit to being late because Sallie Mae will not work with me and has made me choose between medication and doctor s appointments over their payments and has refused to work with me on trying to lower the payment Well my account is still showing a past due amount on my credit report so I asked XXXX to request updated information from Sallie Mae and Sallie Mae told XXXX that my account still has a past due balance instead of showing that the account was paid up to date last month Is this not illegal and considered libel if last month the reported information should show the past due amount was paid yet purposefully refused to fix this when requested ,Student loan
I received a letter in regards to debt I do n t owe and was already sold to another collection agency that was already removed from my credit And this company does n t even have my name spelled correctly ,Debt collection
In XXXX I revoked a Navient authorization to direct debit my bank account Navient continued to automatically withdrawal the money anyway I called and complained and they put it back I never agreed to direct debit again In XXXX through XXXX in order to fraudulently induce me to provide direct debit to my bank account the collections team promised me 3 interest on my private bar study loan I agreed to these terms and granted direct access again to my account Thereafter without warning or notice Navient increased my interest rate to 14 as on XXXX XXXX and continued using the fraudulently procured direct debit access I provided under the false premise the loan interest rate was 3 On XXXX XXXX XXXX I called Navient irate and told them I never agreed to the 14 interest rate and they are demanded to immediately cease all direct debits I followed with a written email for proof They continued debuting my account on XXXX XXXX XXXX This is blatant fraud in the inducement and theft They need to be help accountable for this unlawful conduct ,Student loan
The same time last year they my report on 7 of my loans stating I was late over 90 days late and dropped my score over a hundred points since then my credit was getting on track and here we are again and my report says im behind when im on the forgiveness program and I made sure to call and get a forbearance to keep my account up to date I can not not let them ruin my credit because of another mistake on their part I am a single mother of XXXX thats trying to better my credit to get a home but keep doing this and I have no one who can help me fix it can I file a suit of some kind ,"Credit reporting, repair, or other"
My credit was ran for a car it seems without my permission Have fought with the company and credit bureaus with no luck XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XX XX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XX XX XXXX XXXX XXXX XXXX XX XX XXXX all are being reported by all 3 credit bureau and have been paid in full no miss payments but the company is a bad company I had 3 cars not miss payments and they repo my car in error Then a lawsuit was field and they were to remove charge yet they still did n t I need help removing these off my credit I have fought with them for so Long I m need help ,"Credit reporting, repair, or other"
I received a letter from XXXX XXXX XXXX on XXXX XXXX XXXX and my claim was denied for XXXX XXXX DUE me using my credit card ending XXXX in the amount of XXXX I did n t make this purchase my son too my card without my permission and made this purchase I do n t have this card anymore due to recent fraud been going on on this card I told the bank at the branch I did n t make this purchase and Bank of America will rebilled me on XXXX XXXX XXXX,Credit card or prepaid card
On XX XX XXXX I sumitted a complaint with CFPB against XXXX XXXX for trying to collect a debt that didnt belong to me On XX XX XXXX ERC responded back stating that the debt didnt belong to them and they had no right to try and collect on that debt ERC removed that debt from my credit report I recently checked my credit report on XX XX XXXX and notice this account was again placed on my credit report ,"Credit reporting, repair, or other"
On XX XX XXXX I attempted to open a credit account at the checkstand of the local Kohl s Department Store When I entered my SSAN into the card reader it showed the number belonging to an XXXX XXXX Because of this I was unable to open an account On XX XX XXXX I contacted Kohl s Fraud Department by phone A representative used the national database to verify that the SSAN is indeed mine I was told that on XX XX XXXX a letter had been sent to XXXX XXXX whose address is in California and who opened the account in XX XX XXXX requesting that he provide documentation to verify his information If there was no response to their letter to in 30 days another letter would be sent The representative also told me that XXXX s name was associated with another account that used a SSAN with one of the middle digits being one number off from mine He said further that the name is also associated with another SSAN that belongs to someone by another name I was offered the option of faxing or emailing to Kohl s fraud department my photo ID a copy of my SS card and a copy of a current utility bill to verify MY identity I objected citing security concerns and was told that there is no other protocol because of Kohl s agreements with credit card companies I asked for an address to mail a form letter from the identity theft website but was told emailing the letter would be faster There is no option for emailing a letter at identitytheft gov and none of the letters covers my specific problem and I ve been unable to locate a mailing address for Kohl s headquarters I called Kohl s fraud department again on XX XX XXXX A representative there checked the file There has been no further activity although my previous telephone call has been documented there The rep suggested that the use of my SSAN for the other account could even have been the result of XXXX fingers when someone entered it into their system initially but there is no other recourse for closing the file or removing my SSAN from it She suggested notifying the Social Security Administration to prevent identity theft It s been 12 years since the Kohl s account was opened and it has not been used In my opinion that is enough reason for Kohl s to close the account and remove my SSAN from their system Because I was notified this week that my identitytheft gov account would be closed if I did n t log in I logged in today and chatted online with a representative there He suggested I file a report with consumerfinance gov ,Credit card or prepaid card
On XXXX XXXX XXXX I sent a letter to Harley Davidson requesting an explanation of a 400 00 expense I noticed on my invoice Having not received a response I sent another letter to HD asking for the same information and also asking why 100 00 of my payment was applied to interest only and not principal Again receiving no response I sent another letter on XXXX XXXX asking the same questions The question about why my entire payment was attributed to interest rather than principal was responded to It was convoluted and I still do n t agree with how they applied my payment but I did n t know enough to fight about it The answer I received for the 400 00 was it was for repossession efforts by a third party Since I had not been contacted by any third party I asked for HD to provide an accounting or itemized billing for this 400 00 No one other than HD contacted me or sent a letter so I wanted to know what this 400 00 charge was for I was provided with an invoice simply saying 400 00 but nothing showing what equated to 400 00 worth of expenses they wanted me to pay for I again sent a letter on XXXX XXXX XXXX asking for an itemization of the 400 00 of expenses that HD had now taken from me They applied a payment meant for principal and interest to this 400 00 and then told me my payment was late To this present date XXXX XXXX XXXX I have not received an accounting of this 400 00 expense I was told by a gentleman in the HD financial services department on XXXX XXXX XXXX during a 20 minute phone call that HD was not going to provide this to me they were not required to per his supervisor XXXX XXXX I was told sorry but too bad you re not getting an itemization of this expense I did explain to HD I had not been contacted by any third parties I had not received any correspondence from any third parties so this is a scam and it s okay if they do n t want to follow up on it but I should not be left paying for services that were never performed Can you please help me to have HD apply the 400 00 they have already taken from me and apply it to my principal As mentioned I am not too sure about the way they apply payments to principal and interest and if you could ensure I am being charged properly for interest I would deeply appreciate it ,Vehicle loan or lease
XXXX XXXX keeps calling me about a debt to landlord claiming it was damage to a house beyond the deposit amount I never had this person as a landlord nor lived at the address they said I lived at at any point in my life I can prove this using signed lease agreements utility bills and account records and IRS records They are also more than welcome to call my previous landlords to confirm I was renting their house during the time I was supposedly living in this made up house I keep telling them this but they either hang up on me when I fight back or threaten to sue me for this money that I do not owe or threaten to report me to credit reporting agencies ,Debt collection
Alliant Capital Management calls and threatens legal action on a debt they say that I owe I have never received anything in writing from them to clarify what the account is and what the balance is that I owe I asked for a statement months ago and still have not gotten one ,Debt collection
XXXX XXXX XXXX sold a debt too diversified consultants did n t receive notice in mail but received calls debt was paid in full but yet still has derogatory statements and was still sent into collection s,Debt collection
Transunion had a system glitch that resulted in many of my inquiries being deleted from my report Tranunion added the inquiries back without notifying me I contacted Transunion but they refused to remove the inquiries My rights were violated by Transunion and it is not fair that their error is affecting my credit report and score negatively ,"Credit reporting, repair, or other"
Received credit reporting alerts and XXXX is displaying a 30 days late deliquent Missed payments account on my Prestige Financial Services vehicle loan account XXXX Issues was resolved with loan lender and lender stated no negative reportings Federal Government complaints was filed against Prestige I am XXXX XXXX and Retired ,"Credit reporting, repair, or other"
I received a misdated letter claim form from Ocwen mortgage company which I filled out and returned on XXXX XXXX 2015 My tracking number is XXXX I have been calling on a regular basis and always receive the same answer that it is under review This claim form involved a payment ranging from 300 00 to 3000 00 per loan for misdated letters which negatively affected me during a short sale,Mortgage
On XX XX XXXX at or about XXXX XXXX XXXX the Company Manager for XXXX XXXX XXXX Discriminated in a Continued Unfair Unequal Rent for 9 Months of 900 00 XXXX XXXX On XX XX XXXX also Discriminated in Fair Credit by Theft Tampering of my Debit Credit of my WXXXX XXXX and XXXX XXXX XXXX As of XX XX XXXX I am being Discriminated in a Fair Opportunity for Housing As XXXX XXXX has Dicriminated in Equal Rent as well as Discriminated in Fair Credit Reporting And is intent on making Made Cause for Discrimination in Fair Opportunity for Housing XXXX has a responsibility working with the Credit Bureaus and XXXX XXXX XXXX to ensure that there is Fraud Theft or Tampering of my Accounts As this is an Continuning Affect for Fair Rent Fair Credit Reporting and A Fair Housing Opportunity ,"Credit reporting, repair, or other"
XXXX sends me offers checks every month for balance transfers purchases or write a check to myself onXX XX 17 I wrote a check for XXXX the checks offered XXXX percent interest for 18 months with a I percent fee I checked my account 5 days later and saw I was being charged XXXX plus XXXX interest I talked to a rep and was told to have my bank wire the money back and reverse the transaction my banker told me to pay them directly out of my account and save a XXXX fee i contacted XXXX again and another XXXX said that would be fine and the transaction would be reversed so I sent the XXXX back the next I got a text saying I had paid more than the minimum amount and still had a balance of XXXX I called again and was told that my promo check was out of date and I had to pay XXXX after getting their XXXX back they changed the deal and demanded the extra money it went from cancelling a transaction to paying interest on money for a month that I had for 5 days and was lied to multiple times by XXXX XXXX and XXXX made no attempt to contact me or make any resolution or even ask about my interaction with their XXXX ,Credit card or prepaid card
this is for XXXX XXXX XXXX with XXXX XXXX XXXX from XXXX 2014 this account was charged to XXXX XXXX and should have never been charged to me it is a closed account and should not be on my credit report,"Credit reporting, repair, or other"
I have requested 5 times to have this credit freeze removed Equifax is not removing the freeze after I have provided the Pin and the requested personal information This is preventing me from applying for credit and obtaining a new car loan The Confirmation Numbers Provided to me are XXXX from XXXX XXXX XXXX XXXX from XXXX XXXX XXXX Each time I call I am told it will be processed in 15 minutes Its been 4 days and 5 phone calls later it is still not removed I have also tried removing it online and I receive a message that it has been processed and it remains in place They told me their was an address discrepancy I have also provided Equifax with proof of my address on several occasions A representative from the dispute department stated the documents were received and verified Incorrect Address XXXX XXXX XXXX XXXX XXXX XXXX XXXX Correct Address XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX,"Credit reporting, repair, or other"
This debt has been disputed with the attorney tring to collect the debt I was soley an authorized user on this credit card I am not personally liable for this credit card This debt has not been verified with any original documentation from the original creditor showing that I am more than an authorizd user Moreover even if the same had been provided the statute of limitations has passed for any debt collection or legal action Thy are trying to deceive people into thinking they owe a debt and scare them in to making payments I have attached my dispute letter ,Debt collection
I received a phone call tonight XXXX on XXXX XXXX 2017 They refuse to tell me what they are calling for or what debt I owe They will not give me any info until I verify my social security number not happening They call ALL DAY everyday ,Debt collection
several problems listed above not just failing to abide by 30 day timeframe Not just bureaus but creditors as well XXXX for ex 60 days out from my last dispute claims ftc fcdpa laws dont exist furthermore XXXX XXXX initiated contact on my behalf nine months ago on that account account remains confirmed I have several accounts where merchants are claiming debt where none is owed or someone else owes the debt and the creditor refuses to close the account or corrrect the info and keeps putting the account in collections or reselling it XXXX I have others in violations of cardholder agreements All burueaus are playing XXXX XXXX confirmed with lexis nexis and buying the data back from them later on disputed debts can not be collected debts filed under chXXXX can not be collected when attorney is on retainer yet nobody seems to care makes claim they werent contacted by upright law con artist or not they are bankruptcy atty such actions are not required the mere hiring of a lawyer on retainer is sufficient Bureaus are inconsistent with updating each other when debts are deleted XXXX XXXX refused to assist with this bureaus contacted multiple times about this and all im getting are verified XXXX letters I have factually no data sent to me as to what and how as required by law debts were verified No email no phone calls no letters I am repeatedly have my information updated where I have never lived and then blood type required multiple times to get access to my credit file just to file a dispute when I havent moved This has been going on for several months repeatedly when I dispute data I have never lived in PA My files show that I have and that I have a mortgage This is incorrect ,"Credit reporting, repair, or other"
This is an official complaint against XXXX XXXX XXXX XXXX and its collection agency Client Services Incorporated CSI On XX XX XXXX I contacted CSI by phone to amicably settle my debt with XXXX XXXX XXXX XXXX who is a Customer Service Representative with CSI took my incoming phone call During my recorded phone conversation with XXXX XXXX I was ambushed with a bombardment of verbal abuse constant harassment malicious acts of intimidation and a strong sense of retaliation all because I failed to pay my debt to XXXX Also within the attached settlement letters of CSI I was subjected to several deceptive misleading and unfair collection efforts as I ve indicated below 1 On XX XX XXXX I verbally asked XXXX XXXX XXXX of CSI for a 30 day deadline of XX XX XXXX to settle my debt with XXXX XXXX XXXX verbally agreed but he ultimately denied my request in writing by unfairly punishing me with a same day deadline of XX XX XXXX See attachment letter 2 On XX XX XXXX I verbally asked XXXX XXXX XXXX of CSI to send me a correction settlement letter with a 30 day deadline date of XX XX XXXX but he verbally denied my request and he vindictively gave me a deadline date of XX XX XXXX See attachment letter 3 On XX XX XXXX I verbally asked XXXX XXXX Payer of CSI to send me a correction settlement letter with a 30 day deadline date of XX XX XXXX but he rudely hung up the phone on me when I informed him that I would file a Federal Trade Commission FTC complaint against him and CSI 4 On my 4th attempt to settle my debt which was also on XX XX XXXX I verbally asked XXXX XXXX XXXX of CSI to send me a correction settlement letter with a 30 day deadline date of XX XX XXXX Fortunately once XXXX XXXX learned that I would file a FTC complaint against CSI he quickly agreed to send me a correction settlement letter with a deadline date of XX XX XXXX of this year See attachment letter 5 During my same above phone call with CSI on XX XX XXXX I repeatedly asked XXXX XXXX to make an amendment to the below listed 2nd statement that is located on the first page of my CSI letter but I was constantly denied This following 2nd statement is extremely misleading and it clearly implies that I have to make a 2nd payment to settle my debt To accept this settlement offer our office must receive the first payment by the date listed beside the initial payment on page two 2 of this settlement offer notice Please be advised that I repeatedly asked XXXX XXXX to make the following correction to the above quoted statement but I was constantly denied To accept this settlement offer our office must receive the first and final payment by the date listed beside the initial payment on page two 2 of this settlement offer notice Clearly XXXX and CSI has engaged in a conspiracy to bully deceive and invoke fear upon me in order to aggressively collect a debt These corrupt activities by XXXX and CSI is a direct violation of the Fair Debt Collection Practices Act ,Debt collection
Lately past few months noticed my interest was 68 00 on 3300 00 balance Is n t this way too high I pay 100 00 a month and only get accounted for only a few dollars This past statement was for Wells Fargo billing period XX XX XXXX to XX XX XXXX Something has to be wrong This is ridiculous ,Credit card or prepaid card
On XXXX XXXX XXXX I took out a deferment for 2 months this is where my problems begin First problem they reported as late payments to the credit bureaus spoke with them several times was told they would take care of that they also charge me a late fee I spoke with the lady on XXXX due to a negative credit score I had to pay an extra 600 00 down payment for housing I started making regular payments as of XXXX XXXX I paid 350 00 up to this point never have I missed a payment or had a late payment iv always pays a little more from the date of purchasing car XXXX XXXX of XXXX my payments were XXXX XXXX I noticed another late fee saying I still owed for XXXX my payments went up I called several times got the runaround finally spoke to XXXX at Wells Fargo dealership services on XXXX XXXX XXXX an unauthorized transaction came out of my account for 100 00 XXXX reversed that charge close my account set me up with a new account informed me my payment went up due to Collateral protection insurance I sent him verification of insurance for the prior two years he refunded me the money reimburse me 2 late charges for only 2 months yet again in XXXX they re saying I owe it was like I never spoke with the manager at all and they refused to go back through my account and figure out what was going on spoke with them again they did n t know what I was talking about I asked them to please refer to their notes once again they gave me the run around the almost 300 00 I paid for protection insurance was not refunded to my account but yet they kept the insurance open and it just turned around and went straight back as a payment to the insurance XXXX XXXX I received a letter threatening to repossess my vehicle if I did not pay a past due amount of I believe XXXX due to that being my only means of transportation I m a single mother of XXXX children and we recently suffered a devastating disaster which affected my health I was not physically emotionally or mentally able to deal with them at this point so I just paid the money Then I realized that for some reason Wells Fargo checked my credit score it s a hard inquiry which lowered my credit again I believe on XXXX XXXX I made another payment of XXXX XXXX XXXX I made another payment paid well over 1200 00 the month of XXXX and XXXX I received a letter saying I would be receiving a check to reimburse me for the late charges incurred from the time of my deferment and the collateral protection insurance if I had paid my account up to date as of XXXX XXXX which I did so I never received anything instead more late charges and phone calls starting from XXXX XXXX to XXXX XXXX Monday through Saturday all day long some automated voice messaging systems and some live people it is XXXX XXXX and to this day they re still charging me for the protection insurance and they re saying that I am behind they also put several delinquencies on my credit report they have financially drained me the loan was originally for 17000 00 to this day I have paid over 25000 00 and they re trying to tell me I still owe XXXX 1000 00 that is just for the insurance and during the months of XXXX and XXXX when the manager started crediting my account and figuring it out they conveniently had an error in their system and I was unable to get any statements for those months,Vehicle loan or lease
Recently I learned that Enhanced Recovery Corp had reported to XXXX I owed XXXX XXXX XXXX 22 00 that I was not willing to pay This was a complete surprise since Enhanced Recovery Corp had not contacted me in any way about this Not only that but neither had XXXX XXXX XXXX So I called XXXX XXXX XXXX They searched all of my records for the to the very first time I opened my account with them three years ago but could not find a record of any unpaid bills whatsoever Yet this is on my credit report causing unnecessary damage ,Debt collection
On XX XX XXXX I attempted to open a brokerage account and linked checking account with Charles Schwab A few days later the account was abruptly closed and on XX XX XXXX I received 2 pieces of mail informing me that the accounts were closed due to my credit score as reported by XXXX While the disclosures provided during the application process indicated that Schwab may obtain information from consumer reporting agencies I reasonably assumed that such information would be used for identification purposes and that nothing beyond a soft pull would appear on any credit report Nowhere on Schwab s website and at no time during the application process does Schwab disclose that a minimum credit score is required to open a brokerage account and I at no time applied for an extension of credit from Schwab Schwab is certainly free subject to statutory limitations with respect to discrimination etc to choose its business partners As a consumer however I have a reasonable expectation to know what specific information may be sought about me and why specifically Schwab believes it needs such information ,Checking or savings account
PenFed denied my recent XX XX XXXX home equity loan application without providing a reason I ve continually asked PenFed to review and provide documents from the first equity loan application that was approved in XX XX XXXX so that I can compare its data with the recent equity loan application that was rejected Currently I have XXXX balances on all credit accounts that I have with PenFed ,Mortgage
